timeStamp	dateFrac	isHoliday	isSunday	cnt	predSimple	predTrig	predHourDay	predHourWeek
2016-06-26 23:00:00	736141.958333	0	1	16591	217901	-68606	-110618	30353
2016-06-27 00:00:00	736142.0	0	0	17249	217922	-33538	78750	28310
2016-06-27 01:00:00	736142.041667	0	0	11267	217944	-23929	72876	23015
2016-06-27 02:00:00	736142.083333	0	0	7508	217965	961	72402	22124
2016-06-27 03:00:00	736142.125	0	0	10543	217987	39439	78614	30592
2016-06-27 04:00:00	736142.166667	0	0	23093	218009	88884	92835	46383
2016-06-27 05:00:00	736142.208333	0	0	66615	218030	145926	124853	82664
2016-06-27 06:00:00	736142.25	0	0	254025	218052	206681	254594	240865
2016-06-27 07:00:00	736142.291667	0	0	472534	218073	267009	390789	419700
2016-06-27 08:00:00	736142.333333	0	0	754079	218095	322802	471331	537065
2016-06-27 09:00:00	736142.375	0	0	848144	218117	370257	519745	602734
2016-06-27 10:00:00	736142.416667	0	0	811485	218138	406143	475778	538684
2016-06-27 11:00:00	736142.458333	0	0	715857	218160	428015	466178	521151
2016-06-27 12:00:00	736142.5	0	0	735216	218181	434385	468546	525865
2016-06-27 13:00:00	736142.541667	0	0	704750	218203	424820	455457	515990
2016-06-27 14:00:00	736142.583333	0	0	716936	218225	399973	469466	525478
2016-06-27 15:00:00	736142.625	0	0	654873	218246	361539	462820	521697
2016-06-27 16:00:00	736142.666667	0	0	540232	218268	312139	414906	446110
2016-06-27 17:00:00	736142.708333	0	0	452860	218289	255140	351992	372765
2016-06-27 18:00:00	736142.75	0	0	228861	218311	194429	201684	187452
2016-06-27 19:00:00	736142.791667	0	0	169201	218333	134145	168994	136133
2016-06-27 20:00:00	736142.833333	0	0	114411	218354	78397	133767	90746
2016-06-27 21:00:00	736142.875	0	0	99101	218376	30986	115080	68750
2016-06-27 22:00:00	736142.916667	0	0	66885	218397	-4855	98214	47041
2016-06-27 23:00:00	736142.958333	0	0	46906	218419	-26683	85896	34263
2016-06-28 00:00:00	736143.0	0	0	29692	218440	21928	53622	30032
2016-06-28 01:00:00	736143.041667	0	0	10345	218462	31538	47748	22815
2016-06-28 02:00:00	736143.083333	0	0	4939	218484	56429	47274	21972
2016-06-28 03:00:00	736143.125	0	0	4770	218505	94907	53487	29038
2016-06-28 04:00:00	736143.166667	0	0	9805	218527	144351	67708	45326
2016-06-28 05:00:00	736143.208333	0	0	26404	218548	201394	99726	81549
2016-06-28 06:00:00	736143.25	0	0	97864	218570	262149	229467	233124
2016-06-28 07:00:00	736143.291667	0	0	164097	218592	322477	365662	387375
2016-06-28 08:00:00	736143.333333	0	0	221994	218613	378269	446204	475345
2016-06-28 09:00:00	736143.375	0	0	256584	218635	425724	494618	539209
2016-06-28 10:00:00	736143.416667	0	0	235925	218656	461610	450651	493668
2016-06-28 11:00:00	736143.458333	0	0	203018	218678	483483	441050	474748
2016-06-28 12:00:00	736143.5	0	0	191574	218700	489853	443419	469359
2016-06-28 13:00:00	736143.541667	0	0	139330	218721	480287	430330	450089
2016-06-28 14:00:00	736143.583333	0	0	90907	218743	455440	444338	470444
2016-06-28 15:00:00	736143.625	0	0	44307	218764	417006	437693	462268
2016-06-28 16:00:00	736143.666667	0	0	35892	218786	367606	389779	410657
2016-06-28 17:00:00	736143.708333	0	0	27639	218808	310608	326865	339472
2016-06-28 18:00:00	736143.75	0	0	7676	218829	249897	176557	153956
